filename,paragraph,sentence,pairs
N5085FM-00098.txt,29,2,[('陽子', '日野')]
N5085FM-00098.txt,30,1,[('陽子', '日野')]
N5085FM-00098.txt,36,1,[('日々木', '日野')]
N5085FM-00099.txt,1,1,[('華菜', '日々木')]
N5085FM-00099.txt,6,3,[('野上月', '日々木')]
N5085FM-00099.txt,7,1,[('日々木', '日野')]
N5085FM-00099.txt,16,3,[('キャシー', '日々木')]
N5085FM-00099.txt,43,1,[('華菜', '日々木')]
N5085FM-00099.txt,46,1,[('野上月', '日々木')]
N5085FM-00100.txt,1,1,[('笠井', '須賀')]
N5085FM-00100.txt,4,3,[('田辺', '渡瀬'), ('松田', '須賀'), ('松田', '渡瀬'), ('渡瀬', '須賀'), ('田辺', '松田'), ('田辺', '須賀')]
N5085FM-00100.txt,8,1,[('松田', '田辺')]
N5085FM-00100.txt,31,1,[('渡瀬', '松田'), ('渡瀬', '田辺'), ('松田', '田辺')]
N5085FM-00100.txt,33,1,[('松田', '田辺')]
N5085FM-00100.txt,36,1,[('松田', '須賀'), ('田辺', '松田'), ('田辺', '須賀')]
N5085FM-00100.txt,38,4,[('松田', '須賀')]
N5085FM-00100.txt,44,3,[('田辺', '渡瀬'), ('松田', '須賀'), ('松田', '渡瀬'), ('渡瀬', '須賀'), ('田辺', '松田'), ('田辺', '須賀')]
N5085FM-00100.txt,58,2,[('松田', '須賀')]
N5085FM-00100.txt,62,1,[('松田', '須賀')]
N5085FM-00100.txt,65,1,[('松田', '須賀'), ('田辺', '松田'), ('田辺', '須賀')]
N5085FM-00100.txt,66,1,[('田辺', '須賀')]
N5085FM-00100.txt,67,1,[('田辺', '須賀')]
N5085FM-00100.txt,71,1,[('松田', '須賀'), ('田辺', '松田'), ('田辺', '須賀')]
N5085FM-00100.txt,73,1,[('渡瀬', '松田'), ('渡瀬', '田辺'), ('松田', '田辺')]
N5085FM-00101.txt,4,5,[('キャシー', '日々木'), ('キャシー', '安藤'), ('安藤', '日々木'), ('藤原', 'キャシー'), ('藤原', '安藤'), ('藤原', '日々木')]
N5085FM-00101.txt,5,4,[('キャシー', '日々木')]
N5085FM-00101.txt,7,5,[('キャシー', '日々木')]
N5085FM-00101.txt,8,5,[('キャシー', '日々木')]
N5085FM-00101.txt,9,2,[('キャシー', '安藤')]
N5085FM-00101.txt,15,1,[('安藤', '日々木')]
N5085FM-00101.txt,16,2,[('安藤', '日々木'), ('和泉', '安藤'), ('和泉', '日々木')]
N5085FM-00101.txt,18,1,[('和泉', 'キャシー')]
N5085FM-00101.txt,19,1,[('和泉', 'キャシー')]
N5085FM-00101.txt,21,1,[('日々木', '日野')]
N5085FM-00101.txt,23,3,[('和泉', 'キャシー'), ('キャシー', '日々木'), ('和泉', '日々木')]
N5085FM-00101.txt,26,7,[('藤原', '醍醐'), ('醍醐', '日々木'), ('藤原', '日々木')]
N5085FM-00101.txt,32,5,[('藤原', 'キャシー'), ('キャシー', '日々木'), ('藤原', '日々木')]
N5085FM-00101.txt,36,1,[('キャシー', '日々木'), ('キャシー', '日野'), ('日々木', '日野')]
N5085FM-00101.txt,49,8,[('キャシー', '日々木')]
N5085FM-00101.txt,51,4,[('キャシー', '日々木')]
N5085FM-00101.txt,58,2,[('キャシー', '日々木')]
N5085FM-00102.txt,2,5,[('キャシー', '日々木'), ('キャシー', '日野'), ('日々木', '日野')]
N5085FM-00102.txt,4,9,[('日々木', '小野田'), ('小野田', '日野'), ('日々木', '日野')]
N5085FM-00102.txt,10,2,[('小野田', '日野')]
N5085FM-00103.txt,5,5,[('日々木', '日野')]
N5085FM-00103.txt,10,1,[('日々木', '日野')]
N5085FM-00103.txt,21,1,[('キャシー', '日野')]
N5085FM-00104.txt,2,3,[('キャシー', '日野')]
N5085FM-00104.txt,6,4,[('キャシー', '日野')]
N5085FM-00104.txt,7,3,[('キャシー', '日野')]
N5085FM-00104.txt,9,3,[('キャシー', '日々木'), ('キャシー', '日野'), ('日々木', '日野')]
N5085FM-00104.txt,11,1,[('キャシー', '日々木'), ('キャシー', '日野'), ('日々木', '日野')]
N5085FM-00104.txt,19,1,[('日々木', '日野')]
N5085FM-00104.txt,26,4,[('キャシー', '日々木'), ('キャシー', '日野'), ('日々木', '日野')]
N5085FM-00104.txt,28,3,[('キャシー', '日野')]
N5085FM-00105.txt,8,5,[('日野', '日々木')]
N5085FM-00107.txt,5,4,[('じいじ', '日々木')]
N5085FM-00107.txt,6,7,[('華菜', '日々木')]
N5085FM-00107.txt,7,2,[('日々木', '華菜')]
N5085FM-00107.txt,18,7,[('日々木', '華菜')]
N5085FM-00107.txt,28,7,[('日々木', '華菜')]
N5085FM-00107.txt,30,1,[('日々木', '日野')]
N5085FM-00107.txt,36,1,[('華菜', '日々木')]
N5085FM-00108.txt,2,3,[('麓', 'キャシー')]
N5085FM-00108.txt,4,6,[('麓', 'キャシー')]
N5085FM-00108.txt,7,4,[('麓', 'キャシー')]
N5085FM-00108.txt,8,7,[('麓', 'キャシー')]
N5085FM-00108.txt,9,5,[('麓', 'キャシー')]
N5085FM-00108.txt,11,4,[('麓', 'キャシー')]
N5085FM-00108.txt,12,2,[('麓', 'キャシー')]
N5085FM-00108.txt,16,7,[('麓', 'キャシー')]
N5085FM-00108.txt,17,6,[('麓', 'キャシー')]
N5085FM-00108.txt,19,3,[('麓', 'キャシー')]
N5085FM-00108.txt,20,1,[('麓', 'キャシー')]
N5085FM-00108.txt,24,1,[('麓', 'キャシー')]
N5085FM-00108.txt,29,1,[('麓', 'キャシー')]
N5085FM-00108.txt,34,3,[('麓', 'キャシー')]
N5085FM-00108.txt,36,2,[('麓', 'キャシー')]
N5085FM-00108.txt,38,1,[('麓', 'キャシー')]
N5085FM-00108.txt,40,3,[('キャシー', '日野')]
N5085FM-00109.txt,1,1,[('華菜', '日々木')]
N5085FM-00109.txt,2,1,[('華菜', '日々木')]
N5085FM-00109.txt,16,3,[('日野', '日々木')]
N5085FM-00109.txt,23,3,[('日々木', '日野')]
N5085FM-00109.txt,40,8,[('日野', '日々木')]
N5085FM-00110.txt,1,1,[('キャシー', '日々木')]
N5085FM-00110.txt,5,3,[('キャシー', '日野')]
N5085FM-00110.txt,7,3,[('キャシー', '日野')]
N5085FM-00110.txt,9,2,[('キャシー', '日野')]
N5085FM-00110.txt,12,6,[('キャシー', '日野')]
N5085FM-00110.txt,17,3,[('キャシー', '日野')]
N5085FM-00110.txt,18,1,[('キャシー', '日々木'), ('キャシー', '日野'), ('日々木', '日野')]
N5085FM-00110.txt,22,2,[('キャシー', '華菜'), ('日野', '華菜'), ('日野', 'キャシー')]
N5085FM-00110.txt,23,1,[('キャシー', '日野')]
N5085FM-00110.txt,24,3,[('三谷先生', '三谷'), ('日野', 'キャシー'), ('日野', '谷'), ('谷', 'キャシー'), ('キャシー', '三谷'), ('三谷先生', '谷'), ('日野', '三谷'), ('日野', '三谷先生'), ('三谷先生', 'キャシー'), ('谷', '三谷')]
N5085FM-00110.txt,25,5,[('キャシー', '日野')]
N5085FM-00110.txt,26,6,[('キャシー', '日野'), ('麓', 'キャシー'), ('麓', '日野')]
N5085FM-00110.txt,27,3,[('キャシー', '日野')]
N5085FM-00110.txt,33,5,[('キャシー', '日野')]
N5085FM-00110.txt,34,5,[('キャシー', '華菜'), ('日野', '華菜'), ('日野', 'キャシー')]
N5085FM-00110.txt,37,3,[('キャシー', '日野')]
N5085FM-00110.txt,38,1,[('キャシー', '日々木')]
N5085FM-00111.txt,1,1,[('キャシー', '日々木'), ('キャシー', '日野'), ('日々木', '日野')]
N5085FM-00111.txt,3,2,[('日々木', '日野')]
N5085FM-00111.txt,8,7,[('三谷先生', '日野')]
N5085FM-00111.txt,9,1,[('三谷先生', '日野')]
N5085FM-00111.txt,11,4,[('三谷先生', '日野')]
N5085FM-00112.txt,1,1,[('華菜', '日々木')]
N5085FM-00112.txt,3,6,[('野上月', '日々木')]
N5085FM-00112.txt,4,4,[('野上月', '日々木')]
N5085FM-00112.txt,17,3,[('キャシー', '日々木'), ('キャシー', '日野'), ('日々木', '日野')]
N5085FM-00112.txt,18,1,[('野上月', '日々木'), ('野上月', '日野'), ('日々木', '日野')]
N5085FM-00112.txt,19,3,[('日野', '野上月'), ('野上月', '日々木'), ('日野', '日々木')]
N5085FM-00112.txt,20,1,[('キャシー', '日野')]
N5085FM-00112.txt,24,1,[('華菜', '日々木')]
N5085FM-00112.txt,26,1,[('野上月', '華菜')]
N5085FM-00112.txt,29,7,[('キャシー', '日々木'), ('キャシー', '日野'), ('日々木', '日野')]
N5085FM-00112.txt,33,3,[('日野', '野上月'), ('野上月', '日々木'), ('日野', '日々木')]
N5085FM-00112.txt,37,2,[('野上月', '日々木')]
N5085FM-00112.txt,43,2,[('キャシー', '日々木'), ('日野', '野上月'), ('野上月', '日々木'), ('日野', '日々木'), ('日野', 'キャシー'), ('キャシー', '野上月')]
N5085FM-00112.txt,50,1,[('キャシー', '日野'), ('野上月', '日野'), ('キャシー', '野上月')]
N5085FM-00112.txt,52,1,[('日々木', '日野')]
N5085FM-00112.txt,55,1,[('日々木', '日野')]
N5085FM-00112.txt,57,2,[('キャシー', '日々木'), ('キャシー', '日野'), ('日々木', '日野')]
N5085FM-00112.txt,59,3,[('キャシー', '日々木'), ('キャシー', '日野'), ('日々木', '日野')]
N5085FM-00112.txt,68,1,[('野上月', '日々木')]
N5085FM-00112.txt,69,3,[('野上月', '日々木')]
N5085FM-00112.txt,71,1,[('キャシー', '日々木'), ('キャシー', '日野'), ('日々木', '日野')]
N5085FM-00112.txt,72,1,[('日々木', '日野')]
N5085FM-00112.txt,73,2,[('キャシー', '日野')]
N5085FM-00112.txt,80,1,[('日々木', '日野')]
N5085FM-00113.txt,4,3,[('キャシー', '日々木')]
N5085FM-00113.txt,21,1,[('キャシー', '日々木')]
N5085FM-00113.txt,23,2,[('キャシー', '日々木')]
N5085FM-00113.txt,25,3,[('キャシー', '日々木')]
N5085FM-00113.txt,33,3,[('キャシー', '日々木')]
N5085FM-00114.txt,25,3,[('三谷先生', '三谷'), ('谷', '三谷先生'), ('谷', '三谷')]
N5085FM-00114.txt,26,4,[('三谷先生', '三谷'), ('谷', '三谷先生'), ('谷', '三谷')]
N5085FM-00114.txt,27,1,[('キャシー', '日々木'), ('キャシー', '日野'), ('日々木', '日野')]
N5085FM-00114.txt,28,5,[('キャシー', '日々木'), ('キャシー', '日野'), ('日々木', '日野')]
N5085FM-00114.txt,30,4,[('三谷先生', '三谷'), ('日々木', '谷'), ('日野', '日々木'), ('日野', 'キャシー'), ('谷', '三谷'), ('日野', '谷'), ('日々木', '三谷'), ('谷', 'キャシー'), ('三谷先生', '日々木'), ('三谷先生', '谷'), ('キャシー', '三谷'), ('日野', '三谷'), ('日野', '三谷先生'), ('三谷先生', 'キャシー'), ('日々木', 'キャシー')]
N5085FM-00114.txt,31,1,[('神瀬結', 'キャシー')]
N5085FM-00114.txt,32,1,[('キャシー', '日野')]
N5085FM-00114.txt,34,1,[('キャシー', '日々木'), ('キャシー', '日野'), ('日々木', '日野')]
N5085FM-00114.txt,37,1,[('キャシー', '日々木'), ('神瀬結', '日野'), ('キャシー', '日野'), ('日々木', '日野'), ('神瀬結', 'キャシー'), ('神瀬結', '日々木')]
N5085FM-00114.txt,38,1,[('日々木', '日野')]
N5085FM-00114.txt,53,1,[('日々木', '日野')]
N5085FM-00115.txt,1,1,[('キャシー', '日々木')]
N5085FM-00115.txt,4,3,[('キャシー', '日野')]
N5085FM-00115.txt,28,3,[('じいじ', '日野')]
N5085FM-00115.txt,32,1,[('じいじ', '日野')]
N5085FM-00115.txt,36,1,[('じいじ', '日野')]
N5085FM-00115.txt,44,2,[('じいじ', '安藤')]
N5085FM-00115.txt,48,4,[('安藤', '日野'), ('じいじ', '日野'), ('安藤', 'じいじ')]
N5085FM-00115.txt,55,3,[('キャシー', '日野')]
N5085FM-00115.txt,56,1,[('キャシー', '日野'), ('安藤', '日野'), ('キャシー', '安藤')]
N5085FM-00115.txt,57,3,[('キャシー', '安藤')]
N5085FM-00116.txt,1,1,[('田辺', '須賀')]
N5085FM-00116.txt,2,6,[('松田', '笠井')]
N5085FM-00116.txt,4,6,[('渡瀬', '松田'), ('笠井', '田辺'), ('松田', '田辺'), ('松田', '笠井'), ('渡瀬', '笠井'), ('渡瀬', '田辺')]
N5085FM-00116.txt,6,3,[('渡瀬', '松田'), ('笠井', '田辺'), ('松田', '田辺'), ('松田', '笠井'), ('渡瀬', '笠井'), ('渡瀬', '田辺')]
N5085FM-00116.txt,7,4,[('松田', '田辺')]
N5085FM-00116.txt,10,1,[('松田', '田辺')]
N5085FM-00116.txt,11,9,[('松田', '田辺')]
N5085FM-00116.txt,13,5,[('渡瀬', '松田'), ('笠井', '田辺'), ('松田', '田辺'), ('松田', '笠井'), ('渡瀬', '笠井'), ('渡瀬', '田辺')]
N5085FM-00116.txt,19,2,[('田辺', '日々木')]
N5085FM-00116.txt,28,7,[('笠井', '田辺'), ('松田', '田辺'), ('松田', '笠井')]
N5085FM-00117.txt,3,4,[('日々木', '安藤'), ('日野', '田辺'), ('日野', '日々木'), ('松田', '田辺'), ('日野', '高木'), ('高木', '田辺'), ('日野', '安藤'), ('松田', '日々木'), ('日野', '松田'), ('須賀', '田辺'), ('田辺', '安藤'), ('日野', '須賀'), ('須賀', '日々木'), ('日々木', '田辺'), ('松田', '安藤'), ('須賀', '高木'), ('高木', '安藤'), ('日々木', '高木'), ('松田', '須賀'), ('須賀', '安藤'), ('松田', '高木')]
N5085FM-00117.txt,4,5,[('高木', '日々木')]
N5085FM-00117.txt,7,3,[('須賀', '日々木'), ('日野', '須賀'), ('日野', '日々木')]
N5085FM-00117.txt,9,2,[('須賀', '日々木')]
N5085FM-00117.txt,10,1,[('三島', '塚本')]
N5085FM-00117.txt,11,1,[('渡瀬', '笠井')]
N5085FM-00117.txt,12,1,[('麓', '安藤')]
N5085FM-00117.txt,13,3,[('須賀', '日々木')]
N5085FM-00117.txt,16,3,[('キャシー', '日々木'), ('日野', '日々木'), ('日野', 'キャシー')]
N5085FM-00117.txt,17,3,[('高木', '須賀'), ('田辺', '高木'), ('田辺', '須賀')]
N5085FM-00117.txt,18,6,[('キャシー', '日々木'), ('キャシー', '安藤'), ('日野', '日々木'), ('日野', 'キャシー'), ('日野', '安藤'), ('安藤', '日々木')]
N5085FM-00117.txt,22,1,[('松田', '須賀')]
N5085FM-00117.txt,27,2,[('須賀', '日野')]
N5085FM-00117.txt,34,1,[('高木', '日野')]
N5085FM-00117.txt,44,1,[('日々木', '日野')]
N5085FM-00117.txt,45,1,[('キャシー', '日々木')]
N5085FM-00117.txt,47,2,[('日々木', '日野')]
N5085FM-00117.txt,48,1,[('高木', '日野')]
N5085FM-00117.txt,49,4,[('キャシー', '日々木'), ('キャシー', '日野'), ('日々木', '日野')]
N5085FM-00118.txt,1,1,[('キャシー', '日々木')]
N5085FM-00118.txt,4,5,[('キャシー', '日野')]
N5085FM-00118.txt,5,6,[('キャシー', '日野'), ('じいじ', '日野'), ('キャシー', 'じいじ')]
N5085FM-00118.txt,8,5,[('キャシー', '日野')]
N5085FM-00118.txt,9,1,[('キャシー', '日々木')]
N5085FM-00118.txt,12,7,[('キャシー', '日野')]
N5085FM-00118.txt,16,2,[('華菜', '日野')]
N5085FM-00118.txt,17,6,[('安藤', '日々木')]
N5085FM-00118.txt,18,3,[('キャシー', '日野')]
N5085FM-00118.txt,19,3,[('野上月', '華菜')]
N5085FM-00118.txt,25,4,[('日々木', '日野')]
N5085FM-00118.txt,26,4,[('三谷先生', '三谷'), ('谷', 'キャシー'), ('キャシー', '三谷'), ('三谷先生', 'キャシー'), ('谷', '三谷先生'), ('谷', '三谷')]
N5085FM-00118.txt,27,4,[('三谷先生', '三谷'), ('日野', 'キャシー'), ('日野', '谷'), ('谷', 'キャシー'), ('キャシー', '三谷'), ('三谷先生', '谷'), ('日野', '三谷'), ('日野', '三谷先生'), ('三谷先生', 'キャシー'), ('谷', '三谷')]
N5085FM-00118.txt,28,1,[('三谷先生', '三谷'), ('野上月', '三谷'), ('谷', '野上月'), ('三谷先生', '野上月'), ('谷', '三谷先生'), ('谷', '三谷')]
N5085FM-00118.txt,30,3,[('じいじ', '日野'), ('陽子', 'じいじ'), ('陽子', '日野')]
N5085FM-00118.txt,31,3,[('華菜', 'キャシー'), ('日野', 'キャシー'), ('華菜', '日野'), ('野上月', '陽子'), ('野上月', 'キャシー'), ('陽子', '日野'), ('野上月', '華菜'), ('野上月', '日野'), ('華菜', '陽子'), ('陽子', 'キャシー')]
N5085FM-00118.txt,33,2,[('陽子', '日野')]
N5085FM-00118.txt,36,3,[('キャシー', '日野')]
N5085FM-00118.txt,37,2,[('キャシー', '日野')]
N5085FM-00118.txt,38,1,[('キャシー', '日々木')]
N5085FM-00118.txt,39,6,[('キャシー', '日野')]
N5085FM-00119.txt,23,1,[('日々木', '日野')]
N5085FM-00119.txt,46,1,[('キャシー', '日々木')]
N5085FM-00119.txt,47,2,[('キャシー', '日々木')]
N5085FM-00120.txt,1,1,[('華菜', '日々木')]
N5085FM-00120.txt,2,6,[('安藤', '日野')]
N5085FM-00120.txt,3,6,[('安藤', '日々木'), ('日々木', '日野'), ('安藤', '日野')]
N5085FM-00120.txt,8,3,[('安藤', '日々木'), ('日々木', '日野'), ('安藤', '日野')]
N5085FM-00120.txt,9,4,[('日野', '安藤'), ('安藤', '日々木'), ('日野', '日々木')]
N5085FM-00120.txt,11,3,[('安藤', '日々木'), ('日々木', '日野'), ('安藤', '日野')]
N5085FM-00120.txt,16,3,[('安藤', '日野')]
N5085FM-00120.txt,18,3,[('日野', '日々木')]
N5085FM-00120.txt,24,1,[('じいじ', '安藤')]
N5085FM-00120.txt,25,3,[('安藤', '日々木')]
N5085FM-00120.txt,26,1,[('日々木', '日野')]
N5085FM-00120.txt,30,1,[('じいじ', '日々木')]
N5085FM-00121.txt,1,1,[('愛花', '日々木')]
N5085FM-00121.txt,4,6,[('華菜', '日々木')]
N5085FM-00121.txt,5,6,[('日々木', '華菜')]
N5085FM-00121.txt,8,7,[('日々木', '華菜')]
N5085FM-00121.txt,9,6,[('日野', '日々木')]
N5085FM-00121.txt,11,1,[('日々木', '日野')]
N5085FM-00121.txt,14,9,[('安藤', '華菜')]
N5085FM-00122.txt,1,1,[('じいじ', '日々木')]
N5085FM-00122.txt,10,3,[('じいじ', '日野')]
N5085FM-00122.txt,11,3,[('じいじ', '日野')]
N5085FM-00122.txt,12,3,[('じいじ', '日野')]
N5085FM-00122.txt,15,1,[('じいじ', '日野')]
N5085FM-00122.txt,21,1,[('愛花', '華菜'), ('じいじ', '華菜'), ('愛花', 'じいじ')]
N5085FM-00122.txt,23,1,[('華菜', '日々木')]
N5085FM-00122.txt,24,1,[('愛花', '日々木')]
N5085FM-00122.txt,26,1,[('じいじ', '日々木')]
N5085FM-00122.txt,27,2,[('じいじ', '日野')]
N5085FM-00122.txt,29,4,[('じいじ', '日々木'), ('じいじ', '日野'), ('日々木', '日野')]
N5085FM-00122.txt,32,2,[('日々木', '日野')]
N5085FM-00123.txt,2,2,[('愛花', '華菜'), ('愛花', '日々木'), ('華菜', '日々木')]
N5085FM-00123.txt,4,1,[('愛花', '華菜')]
N5085FM-00123.txt,5,1,[('安藤', '日々木')]
N5085FM-00123.txt,9,3,[('華菜', '日々木')]
N5085FM-00123.txt,12,3,[('安藤', '日々木')]
N5085FM-00123.txt,17,6,[('愛花', '安藤')]
N5085FM-00123.txt,61,1,[('日々木', '日野')]
N5085FM-00124.txt,7,3,[('キャシー', '日野')]
N5085FM-00124.txt,21,4,[('愛花', '華菜'), ('愛花', '日野'), ('華菜', '日野')]
N5085FM-00124.txt,22,7,[('じいじ', '日野')]
N5085FM-00124.txt,30,3,[('愛花', '華菜'), ('日野', '華菜'), ('日野', '愛花')]
N5085FM-00124.txt,31,4,[('愛花', '日々木'), ('愛花', '日野'), ('日々木', '日野')]
N5085FM-00124.txt,32,3,[('華菜', '日野')]
N5085FM-00124.txt,34,1,[('愛花', '華菜')]
N5085FM-00124.txt,36,5,[('愛花', '華菜'), ('愛花', '日野'), ('華菜', '日野')]
N5085FM-00125.txt,1,1,[('華菜', '日々木')]
N5085FM-00125.txt,4,4,[('愛花', '日々木')]
N5085FM-00125.txt,5,5,[('愛花', '日々木')]
N5085FM-00125.txt,7,3,[('華菜', '日野')]
N5085FM-00125.txt,23,1,[('華菜', '日野')]
N5085FM-00125.txt,29,1,[('キャシー', '日野')]
N5085FM-00126.txt,19,8,[('神瀬結', 'キャシー')]
N5085FM-00126.txt,28,1,[('キャシー', '日野')]
N5085FM-00127.txt,2,2,[('日々木', '日野')]
N5085FM-00127.txt,8,5,[('三谷先生', '日野')]
N5085FM-00128.txt,9,3,[('キャシー', '日野')]
N5085FM-00128.txt,11,5,[('キャシー', '日野')]
N5085FM-00129.txt,12,6,[('じいじ', '谷'), ('三谷先生', '三谷'), ('じいじ', '三谷先生'), ('日野', '谷'), ('じいじ', '三谷'), ('三谷先生', '谷'), ('日野', '三谷'), ('日野', '三谷先生'), ('じいじ', '日野'), ('谷', '三谷')]
N5085FM-00129.txt,13,4,[('日野', 'じいじ'), ('じいじ', '華菜'), ('日野', '華菜')]
N5085FM-00129.txt,16,1,[('華菜', '日野')]
N5085FM-00129.txt,18,2,[('三谷先生', '三谷'), ('谷', '三谷先生'), ('谷', '三谷')]
N5085FM-00129.txt,19,2,[('キャシー', '日野')]
N5085FM-00129.txt,20,1,[('キャシー', '日野')]
N5085FM-00129.txt,24,7,[('キャシー', '華菜'), ('キャシー', '日野'), ('華菜', '日野')]
N5085FM-00129.txt,25,2,[('神瀬結', '日野')]
N5085FM-00129.txt,26,3,[('三谷', '日野'), ('谷', '日野'), ('谷', '三谷'), ('三谷先生', '日野'), ('谷', '三谷先生'), ('三谷', '三谷先生')]
N5085FM-00129.txt,37,5,[('神瀬結', '日野')]
N5085FM-00129.txt,38,3,[('キャシー', '華菜'), ('キャシー', '日野'), ('華菜', '日野')]
N5085FM-00129.txt,39,1,[('キャシー', '日々木')]
N5085FM-00129.txt,41,1,[('キャシー', '日野')]
N5085FM-00129.txt,42,2,[('キャシー', '日野')]
N5085FM-00129.txt,43,2,[('神瀬結', 'キャシー'), ('キャシー', '日野'), ('神瀬結', '日野')]
N5085FM-00129.txt,45,4,[('キャシー', '華菜'), ('キャシー', '日野'), ('華菜', '日野')]
N5085FM-00129.txt,49,1,[('神瀬結', 'キャシー')]
N5085FM-00129.txt,56,4,[('神瀬舞', '日野')]
N5085FM-00129.txt,68,1,[('神瀬結', '神瀬舞')]
N5085FM-00129.txt,69,1,[('神瀬結', '日野')]
N5085FM-00130.txt,2,4,[('キャシー', '華菜'), ('キャシー', '日々木'), ('華菜', '日々木')]
N5085FM-00130.txt,3,6,[('キャシー', '日々木')]
N5085FM-00130.txt,4,3,[('キャシー', '日々木')]
N5085FM-00130.txt,5,5,[('キャシー', '日々木'), ('キャシー', '華菜'), ('日々木', '華菜')]
N5085FM-00130.txt,9,1,[('神瀬結', '日野')]
N5085FM-00130.txt,10,5,[('神瀬結', 'キャシー')]
N5085FM-00130.txt,12,1,[('キャシー', '日野')]
N5085FM-00130.txt,28,7,[('神瀬結', '日々木')]
N5085FM-00130.txt,29,2,[('キャシー', '華菜')]
N5085FM-00130.txt,34,2,[('神瀬結', 'キャシー')]
N5085FM-00130.txt,35,1,[('神瀬結', 'キャシー')]
N5085FM-00130.txt,38,4,[('神瀬結', 'キャシー')]
N5085FM-00130.txt,39,1,[('神瀬結', 'キャシー')]
N5085FM-00130.txt,40,1,[('神瀬結', 'キャシー')]
N5085FM-00131.txt,8,5,[('キャシー', '日野')]
N5085FM-00131.txt,9,3,[('キャシー', '日野')]
N5085FM-00131.txt,10,5,[('キャシー', '日野')]
N5085FM-00131.txt,11,1,[('キャシー', '日野')]
N5085FM-00131.txt,12,6,[('キャシー', '日野')]
N5085FM-00131.txt,21,1,[('キャシー', '日野')]
N5085FM-00131.txt,22,10,[('キャシー', '日野')]
N5085FM-00131.txt,28,3,[('神瀬結', '日野')]
N5085FM-00131.txt,29,4,[('キャシー', '日野')]
N5085FM-00131.txt,34,5,[('キャシー', '日野')]
N5085FM-00132.txt,1,1,[('華菜', '日々木')]
N5085FM-00132.txt,25,1,[('野上月', '日々木')]
N5085FM-00132.txt,26,1,[('華菜', '日々木')]
N5085FM-00132.txt,28,1,[('キャシー', '日野')]
N5085FM-00132.txt,31,1,[('日々木', '日野')]
N5085FM-00132.txt,32,5,[('野上月', '日々木'), ('野上月', '日野'), ('日々木', '日野')]
N5085FM-00133.txt,6,1,[('華菜', '日々木')]
N5085FM-00133.txt,8,3,[('日々木', '華菜')]
N5085FM-00133.txt,17,6,[('キャシー', '華菜'), ('キャシー', '日々木'), ('華菜', '日々木')]
N5085FM-00133.txt,18,4,[('キャシー', '華菜')]
N5085FM-00134.txt,5,3,[('高木', '日野')]
N5085FM-00134.txt,6,4,[('高木', '日野')]
N5085FM-00134.txt,7,4,[('高木', '日野')]
N5085FM-00134.txt,8,6,[('安藤', '日野'), ('高木', '日野'), ('安藤', '高木')]
N5085FM-00134.txt,12,3,[('高木', '日野')]
N5085FM-00134.txt,18,5,[('日々木', '日野')]
N5085FM-00134.txt,29,4,[('高木', '日野')]
N5085FM-00134.txt,30,2,[('高木', '日野')]
N5085FM-00134.txt,31,3,[('高木', '日野')]
N5085FM-00134.txt,34,6,[('高木', '日野')]
N5085FM-00134.txt,36,1,[('日々木', '日野')]
N5085FM-00134.txt,40,1,[('高木', '日野')]
N5085FM-00134.txt,41,1,[('高木', '日野')]
N5085FM-00134.txt,46,3,[('高木', '日野')]
N5085FM-00134.txt,51,1,[('じいじ', '日野')]
N5085FM-00134.txt,61,1,[('高木', '日野')]
N5085FM-00134.txt,62,1,[('高木', '日野')]
N5085FM-00134.txt,72,2,[('高木', '日野')]
N5085FM-00135.txt,3,6,[('高木', '日々木')]
N5085FM-00135.txt,4,5,[('高木', '日々木')]
N5085FM-00135.txt,6,6,[('安藤', '日々木')]
N5085FM-00135.txt,7,4,[('華菜', '日々木')]
N5085FM-00135.txt,8,7,[('谷', '志水')]
N5085FM-00135.txt,9,5,[('続木', '谷')]
N5085FM-00135.txt,21,10,[('神瀬結', 'キャシー'), ('キャシー', '日々木'), ('神瀬結', '日々木')]
N5085FM-00135.txt,22,9,[('キャシー', '日々木'), ('キャシー', '醍醐'), ('醍醐', '日々木')]
N5085FM-00135.txt,25,6,[('安藤', '日々木'), ('小野田', '日々木'), ('安藤', '小野田')]
N5085FM-00135.txt,26,3,[('安藤', '日々木')]
N5085FM-00135.txt,27,1,[('小野田', '日々木')]
N5085FM-00135.txt,29,3,[('安藤', '日々木')]
N5085FM-00136.txt,1,1,[('神瀬結', '日野')]
N5085FM-00136.txt,3,5,[('日々木', '日野')]
N5085FM-00136.txt,13,3,[('日々木', '日野')]
N5085FM-00136.txt,14,8,[('三谷', '日野'), ('谷', '日野'), ('谷', '三谷'), ('三谷先生', '日野'), ('谷', '三谷先生'), ('三谷', '三谷先生')]
N5085FM-00136.txt,22,5,[('キャシー', '日野')]
N5085FM-00136.txt,33,9,[('キャシー', '日々木'), ('キャシー', '日野'), ('日々木', '日野')]
N5085FM-00136.txt,36,6,[('日野', '日々木')]
N5085FM-00136.txt,37,6,[('キャシー', '日野')]
N5085FM-00136.txt,38,4,[('キャシー', '日野')]
N5085FM-00136.txt,45,4,[('神瀬結', '日野')]
N5085FM-00136.txt,46,2,[('キャシー', '日野')]
N5085FM-00137.txt,5,5,[('渡瀬', '松田'), ('笠井', '田辺'), ('松田', '田辺'), ('松田', '笠井'), ('渡瀬', '笠井'), ('渡瀬', '田辺')]
