novel-txts/N5085FM-00001.txt,1,1,[('秋田', '藤原'), ('日々木', '藤原'), ('秋田', '日々木')]
novel-txts/N5085FM-00001.txt,2,3,[('藤原', '秋田')]
novel-txts/N5085FM-00001.txt,3,1,[('藤原', '日野'), ('秋田', '藤原'), ('秋田', '日野')]
novel-txts/N5085FM-00001.txt,4,6,[('藤原', '秋田'), ('日野', '藤原'), ('日野', '秋田')]
novel-txts/N5085FM-00001.txt,5,6,[('藤原', '秋田'), ('日野', '藤原'), ('日野', '秋田')]
novel-txts/N5085FM-00001.txt,6,6,[('藤原', '秋田')]
novel-txts/N5085FM-00001.txt,7,5,[('秋田', '藤原'), ('安藤', '藤原'), ('秋田', '安藤')]
novel-txts/N5085FM-00001.txt,8,4,[('秋田', '藤原'), ('安藤', '藤原'), ('秋田', '安藤')]
novel-txts/N5085FM-00001.txt,9,5,[('安藤', '秋田'), ('藤原', '秋田'), ('安藤', '藤原')]
novel-txts/N5085FM-00001.txt,10,3,[('安藤', '秋田'), ('藤原', '秋田'), ('安藤', '藤原')]
novel-txts/N5085FM-00001.txt,11,7,[('安藤', '秋田'), ('藤原', '秋田'), ('安藤', '藤原')]
novel-txts/N5085FM-00001.txt,12,1,[('藤原', '日野'), ('秋田', '藤原'), ('秋田', '日野')]
novel-txts/N5085FM-00001.txt,13,7,[('藤原', '日野'), ('秋田', '藤原'), ('秋田', '日野')]
novel-txts/N5085FM-00001.txt,14,2,[('藤原', '日野'), ('秋田', '藤原'), ('秋田', '日野')]
novel-txts/N5085FM-00001.txt,15,1,[('藤原', '秋田')]
novel-txts/N5085FM-00001.txt,16,8,[('藤原', '秋田'), ('日野', '藤原'), ('日野', '秋田')]
novel-txts/N5085FM-00001.txt,17,1,[('藤原', '日野'), ('秋田', '藤原'), ('秋田', '日野')]
novel-txts/N5085FM-00001.txt,18,2,[('藤原', '秋田')]
novel-txts/N5085FM-00001.txt,19,1,[('藤原', '日野'), ('秋田', '藤原'), ('秋田', '日野')]
novel-txts/N5085FM-00001.txt,20,1,[('藤原', '秋田')]
novel-txts/N5085FM-00001.txt,21,3,[('藤原', '秋田'), ('日野', '藤原'), ('日野', '秋田')]
novel-txts/N5085FM-00001.txt,22,3,[('藤原', '秋田'), ('日野', '藤原'), ('日野', '秋田')]
novel-txts/N5085FM-00001.txt,23,1,[('藤原', '秋田')]
novel-txts/N5085FM-00001.txt,24,1,[('藤原', '日野'), ('秋田', '藤原'), ('秋田', '日野')]
novel-txts/N5085FM-00001.txt,25,1,[('藤原', '日野'), ('秋田', '藤原'), ('秋田', '日野')]
novel-txts/N5085FM-00001.txt,26,2,[('藤原', '秋田')]
novel-txts/N5085FM-00001.txt,27,1,[('藤原', '秋田')]
novel-txts/N5085FM-00001.txt,28,1,[('藤原', '日野'), ('秋田', '藤原'), ('秋田', '日野')]
novel-txts/N5085FM-00001.txt,29,1,[('藤原', '秋田')]
novel-txts/N5085FM-00001.txt,30,3,[('藤原', '秋田')]
novel-txts/N5085FM-00001.txt,31,3,[('藤原', '秋田')]
novel-txts/N5085FM-00001.txt,32,2,[('藤原', '日野'), ('秋田', '藤原'), ('秋田', '日野')]
novel-txts/N5085FM-00001.txt,33,3,[('藤原', '日野'), ('秋田', '藤原'), ('秋田', '日野')]
novel-txts/N5085FM-00001.txt,34,6,[('藤原', '秋田')]
novel-txts/N5085FM-00001.txt,35,1,[('藤原', '秋田')]
novel-txts/N5085FM-00001.txt,36,2,[('藤原', '日野'), ('秋田', '藤原'), ('秋田', '日野')]
novel-txts/N5085FM-00001.txt,37,1,[('藤原', '秋田')]
novel-txts/N5085FM-00001.txt,38,2,[('藤原', '秋田'), ('日野', '藤原'), ('日野', '秋田')]
novel-txts/N5085FM-00001.txt,39,1,[('藤原', '日野'), ('秋田', '藤原'), ('秋田', '日野')]
novel-txts/N5085FM-00001.txt,40,3,[('藤原', '秋田'), ('日野', '藤原'), ('日野', '秋田')]
novel-txts/N5085FM-00001.txt,41,1,[('藤原', '日野'), ('秋田', '藤原'), ('秋田', '日野')]
novel-txts/N5085FM-00001.txt,42,1,[('藤原', '秋田')]
novel-txts/N5085FM-00001.txt,43,1,[('秋田', '藤原'), ('日々木', '藤原'), ('秋田', '日々木')]
novel-txts/N5085FM-00001.txt,44,1,[('藤原', '秋田'), ('藤原', 'じいじ'), ('秋田', 'じいじ')]
novel-txts/N5085FM-00001.txt,45,1,[('秋田', '日々木'), ('日々木', 'じいじ'), ('秋田', 'じいじ'), ('藤原', 'じいじ'), ('日々木', '藤原'), ('秋田', '藤原')]
novel-txts/N5085FM-00001.txt,46,3,[('日々木', '秋田'), ('華菜', '秋田'), ('華菜', '藤原'), ('日々木', '日野'), ('華菜', '日野'), ('藤原', '秋田'), ('華菜', '日々木'), ('日野', '藤原'), ('日々木', '藤原'), ('日野', '秋田')]
novel-txts/N5085FM-00001.txt,47,1,[('秋田', '藤原'), ('日々木', '藤原'), ('秋田', '日々木')]
novel-txts/N5085FM-00001.txt,48,1,[('藤原', '秋田')]
novel-txts/N5085FM-00001.txt,49,2,[('藤原', '日野'), ('秋田', '日々木'), ('藤原', '秋田'), ('日々木', '日野'), ('秋田', '日野'), ('藤原', '日々木')]
novel-txts/N5085FM-00001.txt,50,1,[('秋田', '藤原'), ('日々木', '藤原'), ('秋田', '日々木')]
novel-txts/N5085FM-00001.txt,51,3,[('秋田', '日々木'), ('日野', '日々木'), ('日野', '藤原'), ('日々木', '藤原'), ('秋田', '藤原'), ('日野', '秋田')]
novel-txts/N5085FM-00001.txt,52,3,[]
novel-txts/N5085FM-00001.txt,53,3,[]
novel-txts/N5085FM-00001.txt,54,2,[('藤原', '秋田'), ('小野田', '秋田'), ('小野田', '藤原')]
novel-txts/N5085FM-00001.txt,55,1,[('藤原', '秋田')]
novel-txts/N5085FM-00001.txt,56,6,[('藤原', '秋田'), ('日野', '藤原'), ('日野', '秋田')]
novel-txts/N5085FM-00001.txt,57,5,[('藤原', '秋田')]
novel-txts/N5085FM-00001.txt,58,2,[('藤原', '日野'), ('秋田', '藤原'), ('秋田', '日野')]
novel-txts/N5085FM-00001.txt,59,1,[('藤原', '秋田'), ('高木', '藤原'), ('高木', '秋田')]
novel-txts/N5085FM-00001.txt,60,3,[('藤原', '秋田'), ('日野', '藤原'), ('日野', '秋田')]
novel-txts/N5085FM-00001.txt,61,1,[('日々木', '秋田'), ('藤原', '秋田'), ('高木', '日々木'), ('高木', '小野田'), ('高木', '藤原'), ('小野田', '秋田'), ('日々木', '小野田'), ('高木', '秋田'), ('日々木', '藤原'), ('小野田', '藤原')]
novel-txts/N5085FM-00001.txt,62,4,[('藤原', '日野'), ('秋田', '日野'), ('高木', '藤原'), ('高木', '日野'), ('高木', '秋田'), ('秋田', '藤原')]
novel-txts/N5085FM-00001.txt,63,8,[('藤原', '日野'), ('秋田', '日野'), ('安藤', '日野'), ('安藤', '藤原'), ('安藤', '秋田'), ('秋田', '藤原')]
novel-txts/N5085FM-00001.txt,64,4,[('藤原', '秋田')]
novel-txts/N5085FM-00001.txt,65,7,[('藤原', '日野'), ('秋田', '藤原'), ('秋田', '日野')]
